	Category	Tweet	Score
602	Oil	@sidhant Shows bidens major failure to curb Russian crude oil worse decision ever taken!!!	-2
603	Oil	@Jackhon_hk @CarlZha American gasoline has fewer processing steps but higher price? Or is American crude oil of lower quality and therefore higher price?	-1
604	Oil	@BrendaA24168120 @JoeBiden Actually it isn't. A sitting United States President doesn't control gas nor oil prices. OPEC controls gas &amp; oil prices. Gas prices are up globally. The price of oil per barrel is down, gas prices remain high. Oil corporations are gouging for pure profit.	-2
605	Oil	@PoliticusSarah @politicususa Oil prices are dropping? From $4.50 a gallon to $4.45? Biden is a damn failure !	-2
606	Oil	@yussifobour @Manasseh_Azure Stop making unreasonable demands and focus your criticism within the context of the global economy. I can't insanely watch whats going on in the world and behave like Ghana is some independent world on different planet. Food crisis, inflation, High crude oil prices are real	-2
607	Oil	@JoeBiden Not necessarily oil prices go hand on hand for the gasoline price you saying this for political reasons you want to solve the problem and get gasoline prices down then reverse all the decisions you took the day you became president	-2
608	Oil	@GOPChairwoman Biden is not profiting off of the high gas prices- your constituents: the oil companies are!	-2
609	Oil	@KateMcCrosky @TheLeoTerrell Corporate greed!! And gas is up globally!!! Presidents dont decide price of gas!! $ per barrel has dropped.oil companies have not dropped prices! They dont care about anything but paying off their share holders and profits!!	-2
610	Oil	@drshamamohd They are not increasing fuel prices despite rise in crude oil prices by 40-50% from last increase when it wad 75 dollar per barrel, that's great thing. after that discount also given russia it comes around 80 dollars per barrel. Have congress ruled states have reduced their VAT.	-2
611	Oil	@Carra23 Man cutting cable tie, which is made from crude oil. From a man protesting the use of crude oil..	-2
612	Oil	Supply chain companies can't sustain due to high fuel prices, and the Middle East oil transportation industry is short of labor. The only way to solve all the problems is to take down the CCP. (2/2)	-1
613	Oil	With the increase in prices, market players, ranging from distributors, modern retailers, traditional market players, retail traders, to consumers, especially small traders selling food, are haunted by the high selling prices of cooking oil.	-1
614	Oil	@Zetaisrising @blowfish79 @atensnut Random people are complaining about the inflation of gas prices while oil companies report record profits. Will the CEO jeopardize shareholders value for random people?	-2
615	Oil	@RahulGandhi @revanth_anumula We are paid voters ,paid for hindu,paid for crude oil ,tax for PF ,bitcoin tax30%yes we are emotional and paid tax voters ,we pay gst again we pay monthly tax pay we got salary 70%then again we spent on tax 70%of every item finally we loose govt companies ,lands #wearepaidvoters	-2
616	Oil	@jannwillsey @RepMTG Because the only trade with Russia is oil. By unilateral sanctioning of Russian oil, it raises oil prices helping Putin and hurting US consumer.	-2
617	Oil	@SenJoniErnst the fact you aren't calling on oil companies to help lower prices proves you are only a political hack.	-2
618	Oil	Why do gas prices go up before the price of oil does almost over night??? Why do gas prices go down long after the price of oil has gone down?? Price gouging so obvious. Regulate!!!	-1
619	Oil	Fuel prices in India remain unchanged despite fluctuations in international crude oil price.	-1
620	Oil	@irajjad @PakistanMonito1 @Pakistanomy @SRayyanAli It's not increase in buying. Before the start of last financial year, crude oil was around 40 dollar now over 95 dollar and it is our main import plus surging gas prices. This the reason for so enormous import bill	-2
621	Oil	Trade unions claim that operations of the Sapugaskanda Oil Refinery will be halted once again from tomorrow (20) due to the shortage of crude oil. Trade unionist Ananda Palitha said operations of the refinery will be halted for the third time. #SriLanka #lka	-2
622	Oil	@BlowCokeUpMyAss @BullishBearz But this time can be different people buying in auburn bay for 800k and almost a million in mahogany crazy shit going on no jobs and let oil prices come down next year	-2
623	Oil	@Constitution11B @laurenboebert You have no clue what you're talking about. Biden has issued more permits to drill on public lands during his first year in office than Trump did in his entire presidency. The US is in the top ten of crude oil exporters in the world.	2
624	Oil	India defends buying discounted crude oil from Russia. The govt doesn't need to explain its decision to the West. But it does need to explain to Indians whether it will pass on the discount to the common man or pocket it in the name of fuel excise at a time of record inflation!	-2
625	Oil	@Initforfreedom @JJDigby85 @SteveRustad1 Gas prices are up. Because Dems policies. Who profits. The oil company and their Dem enabler. Scarce products equal higher prices. Tada.	-2
626	Oil	@RahulGandhi crude oil prices and covid are not under government's control.	-2
627	Oil	@Elizabe61852611 @thehill Should be our long term goal. Dependence on crude oil is definitely hurting our economy	0
628	Oil	@YusufDFI Why doesn't india purchase 100+ million barrels of crude oil from Russia??	-2
629	Oil	Domestic demand for palm oil alone saw an increase of 6% from 17.34 million tons in 2020 to 18.42 million tons in 2021. The third factor that contributed to the increase in CPO prices was the increase in the price of energy commodities, such as crude oil, gas, and coal.	-1
630	Oil	@NewshubPolitics and they could make the fuel companies pass on the fact that oil prices have dropped this week. A govt can always do more. But in this case its a culmination of a few governments.	0
631	Oil	@Jim_Jordan He nor Biden set oil prices. Oil companies set the price.	2
632	Oil	@jeffo74189537 ....result of the increased price of crude oil due to currently reduced supply of oil most nations are willing to buy. There is no comparison	-2
633	Oil	@deity_earth @zero_schism The USAs prices are only affected because of bidens terrible prices. And Europes gas prices are increasing specifically because the EU was too stupid to see that buying oil from Russia was a bad idea.	-2
634	Oil	@FoxNews Thanks MRuffalo LDiCaprio BStiller 4 solidarity w/ Russia. If one does the math, removing Canadas gas (in guise of climate) amidst oil prices soaring is diabolically-savvy to making US/West regret cutting off Rs oil n gas. Indeed, no better timing than now-collateral to Rs war	-2
635	Oil	Fact. The city of Los Angeles produces 18.5 million barrels of crude oil every year. Yes, there are oil wells within the city, masked as skyscrapers.	-2
636	Oil	@ASEANBusiness13 @sid07100572 @Jbowers903 They have nothing to do with each other except for the fact that higher global prices of oil@mean higher revenues for Putins war chest. You moron.	-2
637	Oil	@bosedeena92 @AshwaniGujral6 India likely to increase russian oil imports for much discount prices. Hence increasing oil prices impact looks less than feared. Also crude oil never sustained more than 110+ in the history. Some positive development from Russia Ukraine conflict will lead collapse in oil prices	-2
638	Oil	#Nifty Sustain above 17300 till next Friday; We can see 20000+ Nifty in Just 1/2 months Bulls r Back FIIs Buying Restarted War Is Over Lic IPO Delayed We got discounted Oil so inflation issue not hit India Crude is coming down drastically Fed Interest Hike Already discounted	-2
639	Oil	@MarkRuffalo @jjhorgan Unless you and your millionaire actor buddies are prepared to buy gas for everyone at the obscene prices that will be a result of shutting down more oil production then I'm afraid the rest of us nobodies are going to have to request that y'all STFU!!!	-2
640	Oil	@GOPChairwoman Reported for spreading misinformation OPEC controlls gas prices and Ill remind you that it was the @GOP who wanted Biden to stop buying Russian oil	-2
641	Oil	@HopeIheanacho An oil producing nation is buying all crude oil product at a very high price and this is what is used for most production in the country, now everything is costly and then there is no money. During election if they share money people will collect and vote because they don't have.	-2
642	Oil	@RahulGandhi Rahul ji, why don't you study more to understand what steps government has taken and what not. Talking about crude oil, BPCL AND IOCL have ordered crude oil at a discounted rate from Russia .	-2
643	Oil	@drshamamohd Can you think of , if congress were in power, Nehru clan would have dared to buy crude oil from Russia!? Obviously not, so dont lecture to Modi wisdom and daring!	-2
644	Oil	claiming that a number of military officers had been dismissed from the service for running an illegal crude oil business that caused a loss of Rs 20 million per day to the national exchequer	-2
